,date,text
0,Sun Dec 20 20:13:23 +0000 2020,"Iga powiedziała; kiedy zagra swój pierwszy mecz 🎾

#igaświątek #igaswiatek #swiatek #świątek #wta #tenis #tennis https://t.co/nxqAJPXlcH"
1,Sun Dec 20 20:13:23 +0000 2020,"Iga powiedziała; kiedy zagra swój pierwszy mecz 🎾

#igaświątek #igaswiatek #swiatek #świątek #wta #tenis #tennis https://t.co/nxqAJPXlcH"
