,date,text
0,Wed Dec 30 12:02:47 +0000 2020,"#halo #biedronka czy możecie mi wytłumaczyć dlaczego 2dni przed wprowadzeniem podatku cukrowego już dzisiaj sprzedajecie napój ""boogi woogi"" o pojemności 1l w cenie w której zawsze była butelka 1.5l (1.49pln)? Liczę na jakąś logiczną odpowiedź bo czuję się oszukany #ważne #cebula https://t.co/zIoR7DZkr6"
1,Wed Dec 30 12:02:47 +0000 2020,"#halo #biedronka czy możecie mi wytłumaczyć dlaczego 2dni przed wprowadzeniem podatku cukrowego już dzisiaj sprzedajecie napój ""boogi woogi"" o pojemności 1l w cenie w której zawsze była butelka 1.5l (1.49pln)? Liczę na jakąś logiczną odpowiedź bo czuję się oszukany #ważne #cebula https://t.co/zIoR7DZkr6"
2,Wed Dec 30 09:39:30 +0000 2020,"Pełna wiedza o ofertach zatrudniania w #Biedronka teraz w jednym miejscu online. Rekrutujemy na różne stanowiska: sklepy centra dystrybucyjne; biura
https://t.co/iSxbl384kw"
3,Tue Dec 29 15:37:08 +0000 2020,"Jeszcze kilka dni możecie wziąć udział w naszym konkursie na Facebooku i Instagramie; który organizujemy z oficjalnym dostawcą warzyw i owoców naszej reprezentacji – #Biedronka 🇵🇱🍎 

O konkursie 👉🏻 https://t.co/JGfye1ZKYc
Film 👉🏻 https://t.co/T3dLTy2y3L https://t.co/QMY1UTzvWt"
4,Tue Dec 29 15:36:53 +0000 2020,"UOKiK zabiera się za pozostałe sklepy

#UOKiK #Biedronka #handel

https://t.co/3Aq4EBQ1LJ"
5,Tue Dec 29 15:00:13 +0000 2020,W Sylwestra wszystkie sklepy #Biedronka będą czynne do 19:00 🛒(via @WHandlowe)
6,Tue Dec 29 14:47:33 +0000 2020,W Sylwestra wszystkie sklepy #Biedronka będą czynne do 19:00 🛒(via @WHandlowe)
7,Mon Dec 28 21:21:04 +0000 2020,Szkoda ze #lidlpolska #biedronka #kaufland sprzedają ... https://t.co/nRCOA3sSHK
8,Mon Dec 28 20:10:18 +0000 2020,@Lidl_Polska jakby to Wam napisac....jeszcze jeden mail z jakims veganskim gownem i sie na #biedronka przestawie w 100% https://t.co/jDc5T0Atwu
9,Mon Dec 28 14:30:26 +0000 2020,@UOKiKgovPL sprawdza; czy w sieciach @kaufland; @GrupaEurocash i @intermarche ma miejsce wsteczne ustalanie rabatów i warunków hand. z dostawcami produktów rolno-spoż. Za podobne praktyki została niedawno ukarana spółka Jeronimo Martins Polska #Biedronka. https://t.co/sCINf7JN7O
10,Mon Dec 28 12:56:01 +0000 2020,Ktoś już jadł takie cudo? Ktoś poleca? W #Biedronka za 9;99 sztuka. :) https://t.co/Hq0WZvzvMC
11,Mon Dec 28 12:53:51 +0000 2020,#Biedronka w #Sylwester do godz. 19. Więcej: https://t.co/Dc4m1BBnBA
12,Mon Dec 28 10:16:56 +0000 2020,Gigantyczna kara dla #Biedronka to dopiero początek. #UOKiK tropi dalej https://t.co/7m93aHwEAc
13,Mon Dec 28 09:55:54 +0000 2020,Gigantyczna kara dla #Biedronka to dopiero początek. #UOKiK tropi dalej https://t.co/7m93aHwEAc
14,Mon Dec 28 09:54:03 +0000 2020,Gigantyczna kara dla #Biedronka to dopiero początek. #UOKiK tropi dalej https://t.co/7m93aHwEAc
15,Mon Dec 28 09:51:59 +0000 2020,Gigantyczna kara dla #Biedronka to dopiero początek. #UOKiK tropi dalej https://t.co/7m93aHwEAc
16,Sun Dec 27 01:46:58 +0000 2020,Państwo Polskie POZWANE! #Biedronka UJAWNIA KŁAMSTWA rządu #WIADOMOŚCI https://t.co/RtDfTpgqS1 przez @YouTube #Węgry #UOKiK
17,Wed Dec 23 20:27:04 +0000 2020,Jutro sklepy #Biedronka; #Lidl; #Kaufland; #Carrefour; #Dino; #Auchan; #Aldi; #Netto będą czynne do 13:00 🛒
18,Wed Dec 23 19:45:52 +0000 2020,Jutro sklepy #Biedronka; #Lidl; #Kaufland; #Carrefour; #Dino; #Auchan; #Aldi; #Netto będą czynne do 13:00 🛒
19,Tue Dec 22 22:33:25 +0000 2020,"PŁYTY CD W BIEDRONCE - 75% RABATU NA DRUGĄ!
Mega polecam; kupilam w sumie 6 płyt za jakies 75 ziko (2 płyty po 20 zł/jedna - 25 zł za 2) jak się nie mylę; dużo nowych wydań; np Ariana ""Positions"" lub Sam Smith ""Love Goes"" za 40 zł! #rt #ARIANAGRANDE #SamSmith #biedronka #promocja"
20,Tue Dec 22 19:19:10 +0000 2020,"PŁYTY CD W BIEDRONCE - 75% RABATU NA DRUGĄ!
Mega polecam; kupilam w sumie 6 płyt za jakies 75 ziko (2 płyty po 20 zł/jedna - 25 zł za 2) jak się nie mylę; dużo nowych wydań; np Ariana ""Positions"" lub Sam Smith ""Love Goes"" za 40 zł! #rt #ARIANAGRANDE #SamSmith #biedronka #promocja"
21,Tue Dec 22 17:17:06 +0000 2020,W dniach poprzedzających Boże Narodzenie godziny pracy sklepów #Biedronka zostaną wydłużone. Sprawdźcie gdzie i o ile. Szczegóły: https://t.co/C5CyHO57mC
22,Tue Dec 22 17:17:06 +0000 2020,W dniach poprzedzających Boże Narodzenie godziny pracy sklepów #Biedronka zostaną wydłużone. Sprawdźcie gdzie i o ile. Szczegóły: https://t.co/C5CyHO57mC
23,Wed Dec 30 09:39:30 +0000 2020,"Pełna wiedza o ofertach zatrudniania w #Biedronka teraz w jednym miejscu online. Rekrutujemy na różne stanowiska: sklepy centra dystrybucyjne; biura
https://t.co/iSxbl384kw"
24,Tue Dec 22 17:17:06 +0000 2020,W dniach poprzedzających Boże Narodzenie godziny pracy sklepów #Biedronka zostaną wydłużone. Sprawdźcie gdzie i o ile. Szczegóły: https://t.co/C5CyHO57mC
25,Tue Dec 29 15:37:08 +0000 2020,"Jeszcze kilka dni możecie wziąć udział w naszym konkursie na Facebooku i Instagramie; który organizujemy z oficjalnym dostawcą warzyw i owoców naszej reprezentacji – #Biedronka 🇵🇱🍎 

O konkursie 👉🏻 https://t.co/JGfye1ZKYc
Film 👉🏻 https://t.co/T3dLTy2y3L https://t.co/QMY1UTzvWt"
26,Tue Dec 22 17:17:06 +0000 2020,W dniach poprzedzających Boże Narodzenie godziny pracy sklepów #Biedronka zostaną wydłużone. Sprawdźcie gdzie i o ile. Szczegóły: https://t.co/C5CyHO57mC
27,Tue Dec 29 15:36:53 +0000 2020,"UOKiK zabiera się za pozostałe sklepy

#UOKiK #Biedronka #handel

https://t.co/3Aq4EBQ1LJ"
28,Tue Dec 22 17:17:06 +0000 2020,W dniach poprzedzających Boże Narodzenie godziny pracy sklepów #Biedronka zostaną wydłużone. Sprawdźcie gdzie i o ile. Szczegóły: https://t.co/C5CyHO57mC
29,Tue Dec 29 15:00:13 +0000 2020,W Sylwestra wszystkie sklepy #Biedronka będą czynne do 19:00 🛒(via @WHandlowe)
30,Tue Dec 22 17:17:06 +0000 2020,W dniach poprzedzających Boże Narodzenie godziny pracy sklepów #Biedronka zostaną wydłużone. Sprawdźcie gdzie i o ile. Szczegóły: https://t.co/C5CyHO57mC
31,Tue Dec 29 14:47:33 +0000 2020,W Sylwestra wszystkie sklepy #Biedronka będą czynne do 19:00 🛒(via @WHandlowe)
32,Tue Dec 22 17:17:06 +0000 2020,W dniach poprzedzających Boże Narodzenie godziny pracy sklepów #Biedronka zostaną wydłużone. Sprawdźcie gdzie i o ile. Szczegóły: https://t.co/C5CyHO57mC
33,Mon Dec 28 21:21:04 +0000 2020,Szkoda ze #lidlpolska #biedronka #kaufland sprzedają ... https://t.co/nRCOA3sSHK
34,Tue Dec 22 17:17:06 +0000 2020,W dniach poprzedzających Boże Narodzenie godziny pracy sklepów #Biedronka zostaną wydłużone. Sprawdźcie gdzie i o ile. Szczegóły: https://t.co/C5CyHO57mC
35,Mon Dec 28 20:10:18 +0000 2020,@Lidl_Polska jakby to Wam napisac....jeszcze jeden mail z jakims veganskim gownem i sie na #biedronka przestawie w 100% https://t.co/jDc5T0Atwu
36,Tue Dec 22 17:17:06 +0000 2020,W dniach poprzedzających Boże Narodzenie godziny pracy sklepów #Biedronka zostaną wydłużone. Sprawdźcie gdzie i o ile. Szczegóły: https://t.co/C5CyHO57mC
37,Mon Dec 28 14:30:26 +0000 2020,@UOKiKgovPL sprawdza; czy w sieciach @kaufland; @GrupaEurocash i @intermarche ma miejsce wsteczne ustalanie rabatów i warunków hand. z dostawcami produktów rolno-spoż. Za podobne praktyki została niedawno ukarana spółka Jeronimo Martins Polska #Biedronka. https://t.co/sCINf7JN7O
38,Tue Dec 22 17:17:06 +0000 2020,W dniach poprzedzających Boże Narodzenie godziny pracy sklepów #Biedronka zostaną wydłużone. Sprawdźcie gdzie i o ile. Szczegóły: https://t.co/C5CyHO57mC
39,Mon Dec 28 12:56:01 +0000 2020,Ktoś już jadł takie cudo? Ktoś poleca? W #Biedronka za 9;99 sztuka. :) https://t.co/Hq0WZvzvMC
40,Tue Dec 22 17:17:06 +0000 2020,W dniach poprzedzających Boże Narodzenie godziny pracy sklepów #Biedronka zostaną wydłużone. Sprawdźcie gdzie i o ile. Szczegóły: https://t.co/C5CyHO57mC
